latitude,longitude,name,description,category,icon_url,icon_scaled_size,icon_shape_type,icon_shape_coords,color
,,Julio Carballo Fields Lighting and Scoreboard Construction,This project will construct sports lighting and a scoreboard at Julio Carballo Fields.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
,,Kelly Playground Reconstruction,This project will reconstruct the children's play area in Kelly Playground.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
,,Marcy Green Park Reconstruction,"This project will reconstruct Marcy Green Park. Marcy Green North will include a spray shower, lawn, and seating areas. Marcy Green Center will include seating areas and ping pong tables, and Marcy Green South will include a new dog run.",nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.8374094,-73.87231971004005,Noble Playground Reconstruction,This project will reconstruct the play area at Noble Playground.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.6675008,-73.8078412,Police Officer Edward Byrne Park Basketball and Tennis Courts Reconstruction,This project will reconstruct the basketball and tennis courts at Police Officer Edward Byrne Park.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.7135078,-73.8283132,"Queens Tree-Damaged Sidewalk Reconstruction Community Boards 1-6,9,10 (QG-1223M)","This project will reconstruct sidewalks damaged by adjacent city-owned trees in Community Boards 1-6,9, 10.",nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.584095000000005,-73.81337667184667,Shore Front Parkway Beach 98th Playground Construction,This project will construct a playground at Shore Front Parkway.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.584095000000005,-73.81337667184667,Shore Front Parkway Multi-Purpose Area Construction,This project will construct a multi-purpose sports field at Shore Front Parkway.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.6322751,-73.9297262,Sunners Playground Reconstruction,This project will reconstruct Sunners Playground.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.59764345,-73.82250075480158,Sunset Cove Park Boardwalk and Outdoor Classroom Construction,This project will construct a boardwalk and outdoor classroom at Sunset Cove Park.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.82268615,-73.93175936393868,Bronx Children's Museum Roof Reconstruction,This project will reconstruct the roof at the Bronx Children's Museum in Mill Pond Park.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
,,Brooklyn War Memorial Restroom and Eleanor Roosevelt Playground Comfort Station Reconstruction,This project will reconstruct Brooklyn War Memorial Restroom and Eleanor Roosevelt Playground Comfort Station.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.74992925,-74.00067926442424,Chelsea Park Basketball Court Reconstruction,This project will reconstruct the basketball court and adjacent paths and landscape at Chelsea Park.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.882169149999996,-73.909929505039,Ewen Park Adult Fitness Equipment Construction,This project will construct an adult fitness area in Ewen Park.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
,,Flushing Meadow Corona Park Saturn Playground Water Service Reconstruction,This project will reconstruct the water service at Flushing Meadow Corona Park Saturn Playground.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.6871747,-73.88774219353652,Highland Park Stone Bridge Overlook Area Reconstruction,"This project will reconstruct the overlook area around the stone bridge with new pathways, reconstructing steps and stone walls in Highland Park.",nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.820591050000004,-73.95196521692039,Jacob Schiff Playground Sitting Area Reconstruction,This project will reconstruct the sitting area in Jacob Schiff Playground.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.6934413,-73.79117468695682,Jamaica Playground Reconstruction,This project will reconstruct Jamaica Playground.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.742203,-73.9879654739484,Madison Square Park Pavement Reconstruction,This project will reconstruct the pavement in the southern portion of Madison Square Park.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.7211342,-73.95291872853038,McCarren Park Pool Tub Expansion Joint Reconstruction,This project will reconstruct the pool tub expansion joints at McCarren Park Pool.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
,,New York State Pavilion Observation Towers Reconstruction,This project will reconstruct portions of the New York State Pavilion Observation Towers in Flushing Meadows Corona Park.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.67139535,-74.00606188694692,Red Hook Pool Tub Expansion Joint Reconstruction,This project will reconstruct the pool tub expansion joints at Red Hook Pool.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.787933100000004,-73.98245551607985,Riverside Park 102nd Street Staircase Reconstruction,This project will reconstruct the staircase at West 102nd Street in Riverside Park.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.584095000000005,-73.81337667184667,Shore Front Parkway Labyrinth and Seating Area Construction,This project will construct a labyrinth and seating area at Shore Front Parkway.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.865159899999995,-73.89779430928878,St. James Park Dog Run Construction,This project will construct a dog run in St. James Park.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.84591775,-73.92984478686536,Highbridge Park Comfort Station Construction,This project will construct a comfort station in Highbridge Park.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.674372649999995,-73.91218126328938,Ocean Hill Playground Reconstruction,This project will reconstruct the multipurpose play area and sports courts at Ocean Hill Playground.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
,,Shore Park and Parkway Dog Run Construction,This project will construct a dog run in Shore Park and Parkway.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
,,Shore Park and Parkway Path and Pavement Reconstruction,This project will reconstruct a portion of the western Shore Road Park path and the pavement surrounding the Field House.,nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
40.661940200000004,-73.76154553500342,Springfield Park Basketball Courts and BBQ Area Reconstruction,"This project will reconstruct the basketball courts, and install new picnic tables, grills, charcoal bins, trees, and an accessible path to the BBQ area in Springfield Park.",nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
,,Vanderbilt Motor Parkway Reconstruction Phase 2,"This project will reconstruct Vanderbilt Motor Parkway from Springfield Boulevard to 199th Street, north of 67th Avenue.",nycgovparks,https://i.imgur.com/2uzNAA8.png,"32,32",circle,,#4CAF50
